price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,tickets_sold_first_hour
1448,171,29,87,87,1,306,27,VIP,0.16,0.86,Slow,0.68,0,146.7
1853,138,17,21,58,1,176,72,VIP,0.64,0.81,Medium,0.89,1,129.2
1898,84,25,14,54,0,297,114,Premium,0.49,0.91,Medium,0.24,0,147.2
2048,144,3,66,89,4,438,139,Premium,0.57,0.51,Medium,0.46,0,174.7
4030,161,22,89,91,2,406,411,Premium,0.07,0.01,Slow,0.49,0,230.9
357,64,30,11,70,2,429,107,General,0.38,0.46,Slow,0.36,1,146.7
238,72,14,66,58,3,167,147,VIP,0.84,0.61,Medium,0.64,0,140.2
888,49,20,18,50,2,391,455,General,0.4,0.28,Fast,0.33,0,126.5
4145,134,30,34,88,0,241,452,VIP,0.2,0.48,Fast,0.49,0,212.5
3154,130,5,9,44,2,230,311,General,0.82,0.47,Medium,0.72,0,184.6
1685,102,17,34,75,2,174,314,General,0.03,0.02,Fast,0.7,1,219.8
3468,43,11,29,92,2,304,258,VIP,0.45,0.15,Medium,0.71,0,194.9
2201,89,31,25,82,4,296,287,VIP,0.16,0.01,Slow,0.78,1,226.2
2405,95,3,19,69,0,219,42,VIP,0.24,0.49,Fast,0.12,0,178.2
1006,50,19,35,90,4,149,442,General,0.73,0.44,Slow,0.19,1,184.6
1428,24,24,60,73,1,167,123,Premium,0.55,0.22,Fast,0.62,1,192.1
2733,129,29,59,47,4,458,304,General,0.72,0.35,Fast,0.76,1,197.2
3260,115,23,41,78,2,188,307,General,0.53,0.77,Medium,0.38,0,136.6
3400,52,26,58,40,0,252,88,VIP,0.55,0.01,Fast,0.63,0,195.2
3486,178,0,50,51,1,261,24,Premium,0.01,0.22,Medium,0.18,0,161.2
4063,163,6,68,68,3,176,431,Premium,0.54,0.45,Medium,0.88,1,253.9
736,85,3,29,50,4,304,80,VIP,0.62,0.66,Fast,0.35,1,186.6
4256,183,23,57,69,2,124,88,VIP,0.54,0.09,Medium,0.24,1,189.1
1453,54,4,82,40,2,462,425,General,0.74,0.89,Slow,0.53,1,169.8
840,187,16,79,83,1,209,221,General,0.73,0.63,Fast,0.36,0,101.6
3598,152,23,9,93,0,118,193,VIP,0.47,0.27,Medium,0.35,1,148.5
2787,116,27,41,95,2,471,26,Premium,0.43,0.78,Slow,0.73,1,227.9
3348,41,27,22,71,4,204,115,General,0.52,0.88,Slow,0.62,1,180.8
4064,11,15,11,41,4,314,65,Premium,0.58,0.89,Medium,0.31,1,236.5
4449,114,8,48,96,2,363,81,Premium,0.75,0.04,Fast,0.22,0,203.4
4048,179,15,20,51,0,142,388,General,0.78,0.45,Medium,0.64,1,185.1
1167,128,13,33,58,1,171,168,General,0.84,0.94,Medium,0.4,0,77.6
4419,150,4,25,88,4,482,20,Premium,0.43,0.01,Medium,0.46,0,265.2
3544,179,30,16,42,1,321,246,General,0.84,0.52,Slow,0.76,1,140.6
1247,143,18,6,86,2,277,404,General,0.16,0.87,Fast,0.42,0,156.1
4176,169,7,77,41,4,108,100,General,0.78,0.13,Slow,0.34,1,141.6
1610,43,19,64,81,2,285,400,General,0.37,0.32,Medium,0.6,1,215.1
1770,8,27,73,80,0,374,447,General,0.15,0.96,Fast,0.34,0,216.0
4167,139,10,27,79,2,352,153,General,0.15,0.49,Medium,0.72,1,233.6
3354,129,15,17,40,3,351,423,Premium,0.27,0.95,Fast,0.67,0,182.3
1849,165,29,80,83,4,247,372,General,0.09,0.22,Medium,0.13,1,217.5
1748,131,27,40,89,1,389,307,Premium,0.13,0.7,Medium,0.24,0,172.4
2859,171,11,9,95,4,312,167,General,0.36,0.29,Medium,0.7,1,183.3
4147,41,8,31,87,0,225,104,General,0.8,0.29,Medium,0.73,0,211.0
898,89,25,40,79,2,287,402,General,0.16,0.45,Slow,0.18,0,164.7
1127,68,3,58,64,2,245,243,General,0.72,0.05,Medium,0.89,0,236.8
2546,166,19,78,50,3,479,265,General,0.2,0.57,Medium,0.9,0,224.5
4576,101,6,78,44,3,161,366,Premium,0.11,0.67,Medium,0.29,0,197.7
1351,172,12,67,67,4,126,54,General,0.21,0.04,Medium,0.89,1,203.1
3998,93,8,35,54,2,410,355,General,0.04,0.54,Fast,0.52,1,238.2
4306,16,7,81,51,4,117,161,Premium,0.76,0.13,Slow,0.12,1,206.1
2146,67,0,30,78,0,398,219,VIP,0.02,0.19,Slow,0.23,1,229.5
3054,8,6,34,41,3,281,28,General,0.02,0.45,Fast,0.48,1,220.7
3751,138,9,30,92,1,323,326,General,0.85,0.62,Fast,0.41,0,192.5
106,94,3,44,56,4,161,447,Premium,0.81,0.02,Fast,0.72,1,197.8
4000,70,6,67,45,3,366,53,General,0.04,0.62,Fast,0.53,1,197.3
2092,186,23,31,83,2,336,80,General,0.29,0.17,Fast,0.15,1,105.8
4549,182,7,34,68,1,238,292,VIP,0.59,0.46,Medium,0.46,1,205.7
4762,57,31,23,72,3,347,383,VIP,0.53,0.94,Slow,0.37,1,185.5
4160,105,30,82,85,0,426,452,VIP,0.84,0.46,Fast,0.85,0,220.2
4536,89,15,15,52,0,175,213,General,0.15,0.85,Fast,0.42,0,202.1
218,66,30,7,45,1,338,313,Premium,0.13,0.44,Medium,0.38,0,140.3
3982,41,30,52,55,0,355,132,VIP,0.64,0.44,Medium,0.32,1,190.9
4330,62,21,36,42,2,359,402,General,0.37,0.78,Fast,0.63,0,251.2
2868,96,5,2,93,3,108,304,VIP,0.07,0.95,Fast,0.3,1,217.4
748,170,18,0,80,3,344,221,General,0.24,0.6,Fast,0.48,1,165.8
3191,123,18,89,75,3,285,434,General,0.29,0.79,Fast,0.5,1,239.3
3364,18,28,80,90,0,252,69,General,0.05,0.79,Medium,0.77,0,203.4
3103,161,14,7,74,2,110,458,VIP,0.18,0.28,Slow,0.67,1,198.9
597,175,25,74,96,2,199,354,VIP,0.57,0.68,Medium,0.88,1,179.2
4537,155,29,83,51,0,129,452,General,0.37,0.19,Slow,0.73,0,162.1
196,108,16,43,43,1,334,52,General,0.81,0.55,Fast,0.39,1,160.9
1524,20,22,58,74,3,465,330,General,0.56,0.39,Medium,0.86,1,234.3
1461,179,3,25,58,0,176,205,General,0.49,0.05,Fast,0.54,0,113.0
3231,128,31,78,74,1,193,60,Premium,0.56,0.93,Medium,0.65,1,173.8
3132,14,30,12,65,4,216,333,Premium,0.84,0.16,Fast,0.83,0,231.0
4327,108,15,39,77,2,204,76,General,0.23,0.04,Slow,0.5,1,224.4
2314,143,14,77,92,3,244,393,VIP,0.23,0.52,Slow,0.24,1,223.2
308,184,9,16,49,3,113,48,General,0.51,0.69,Medium,0.31,0,75.3
4038,84,7,84,43,1,306,118,General,0.26,0.76,Fast,0.77,0,221.7
4434,175,23,15,83,2,301,70,General,0.75,0.53,Slow,0.38,1,206.0
2983,154,10,89,74,3,391,89,General,0.23,0.15,Medium,0.2,1,200.3
4366,178,19,0,52,4,142,182,General,0.31,0.81,Fast,0.84,1,193.3
2657,74,1,43,64,0,172,61,General,0.29,0.44,Fast,0.51,1,228.3
2547,35,15,17,96,2,289,180,Premium,0.03,0.72,Fast,0.74,0,221.3
1359,27,3,5,93,0,129,245,VIP,0.09,0.39,Fast,0.42,1,193.4
3096,33,32,85,52,1,377,104,VIP,0.74,0.73,Medium,0.69,1,255.3
1797,74,32,14,67,2,367,93,General,0.2,0.67,Medium,0.44,1,161.3
1203,150,0,13,62,4,436,107,Premium,0.47,0.8,Fast,0.43,0,155.8
879,39,26,79,58,2,157,352,General,0.7,0.62,Medium,0.2,0,149.9
2329,145,7,17,93,2,259,302,General,0.73,0.6,Fast,0.17,0,146.5
2586,72,28,44,80,1,262,382,General,0.65,0.41,Fast,0.58,1,195.7
3115,109,1,33,63,2,228,320,VIP,0.45,0.19,Medium,0.85,1,218.5
1764,61,19,51,47,0,337,328,General,0.68,0.08,Medium,0.32,1,158.0
99,176,6,79,85,4,416,165,VIP,0.44,0.27,Slow,0.77,1,209.1
1278,148,4,31,57,2,201,113,General,0.67,0.19,Slow,0.84,0,144.9
475,74,9,8,54,4,485,68,Premium,0.38,0.81,Medium,0.76,0,216.6
3016,110,10,58,50,0,232,441,General,0.46,0.75,Fast,0.73,0,145.0
4242,52,25,28,95,4,195,162,General,0.54,0.79,Medium,0.39,0,214.6
571,24,16,25,44,0,476,83,General,0.8,0.25,Slow,0.71,0,174.7
2562,156,29,87,82,4,148,389,General,0.8,0.32,Medium,0.6,1,155.5
4061,159,20,6,84,0,307,416,General,0.05,0.7,Fast,0.31,1,196.2
3296,181,8,12,49,0,209,452,Premium,0.52,0.32,Fast,0.61,0,173.7
4386,31,12,49,80,1,138,387,Premium,0.64,0.84,Medium,0.13,1,186.5
2283,137,2,71,68,0,349,310,General,0.44,0.87,Medium,0.2,0,134.3
333,16,16,50,94,1,111,338,General,0.2,0.18,Slow,0.43,1,186.8
243,108,16,58,84,4,278,443,Premium,0.3,0.05,Fast,0.88,0,198.5
4223,140,27,22,43,3,425,198,VIP,0.01,0.3,Medium,0.85,1,247.4
2505,108,28,35,92,0,304,367,General,0.04,0.54,Medium,0.66,0,183.7
4582,10,31,39,67,4,150,244,Premium,0.51,0.28,Slow,0.71,0,243.2
2684,120,4,87,61,2,467,167,VIP,0.71,0.06,Fast,0.52,0,185.9
1588,137,21,86,62,2,138,251,Premium,0.69,0.25,Fast,0.69,0,162.5
1093,21,29,71,76,3,303,377,Premium,0.73,0.96,Fast,0.46,1,212.2
3414,90,16,7,72,3,481,370,General,0.05,0.72,Medium,0.53,0,239.3
1517,16,3,35,70,1,131,108,Premium,0.48,0.62,Medium,0.53,0,164.3
3204,153,26,62,62,3,107,42,General,0.27,0.33,Fast,0.18,1,118.0
4670,8,30,23,88,0,306,152,Premium,0.34,0.85,Medium,0.2,0,236.6
3571,95,20,29,43,3,416,381,General,0.27,0.24,Fast,0.38,1,184.4
3070,19,26,86,77,4,441,123,General,0.09,0.18,Medium,0.17,1,250.6
206,74,15,73,84,4,169,380,VIP,0.26,0.1,Fast,0.59,1,190.9
4731,79,2,22,73,1,296,329,General,0.59,0.28,Fast,0.24,0,211.3
4410,31,28,71,66,2,361,243,Premium,0.17,0.46,Medium,0.82,1,252.3
3167,91,29,73,67,1,359,148,General,0.29,0.25,Medium,0.42,1,196.7
4026,167,22,43,40,4,303,90,General,0.37,0.1,Medium,0.75,1,190.8
614,85,16,43,42,1,124,297,VIP,0.5,0.85,Slow,0.68,0,117.4
4003,30,0,47,45,0,376,229,General,0.53,0.02,Medium,0.28,1,233.2
248,36,1,87,60,2,232,142,General,0.55,0.66,Slow,0.18,0,137.3
1293,106,23,85,65,0,386,20,General,0.04,0.09,Fast,0.59,1,168.2
4634,181,5,29,66,4,472,250,General,0.35,0.18,Fast,0.4,1,259.6
941,51,28,63,80,3,425,254,General,0.16,0.86,Fast,0.42,0,211.1
3140,159,28,22,58,3,202,332,VIP,0.82,0.86,Fast,0.63,0,145.7
165,120,30,16,90,3,346,407,VIP,0.64,0.08,Slow,0.84,1,160.4
1753,85,31,35,78,0,145,399,General,0.35,0.43,Medium,0.53,1,185.9
4671,33,10,27,76,2,227,21,Premium,0.08,0.15,Fast,0.32,1,238.1
1951,124,2,34,83,1,118,163,VIP,0.07,0.37,Medium,0.19,0,97.6
1566,151,32,74,97,4,387,218,General,0.54,0.64,Fast,0.2,0,149.0
3196,27,4,76,97,4,475,164,VIP,0.26,0.73,Fast,0.33,1,279.4
1264,49,6,78,64,4,137,341,Premium,0.01,0.11,Fast,0.55,0,171.3
3780,61,27,1,41,0,190,97,Premium,0.15,0.76,Fast,0.7,0,172.1
2908,122,5,48,41,1,158,335,General,0.15,0.98,Medium,0.43,0,157.7
2439,164,16,74,47,1,365,98,General,0.23,0.53,Fast,0.87,0,195.8
2844,144,25,54,47,2,123,21,General,0.54,0.38,Medium,0.59,0,133.9
1664,158,1,68,89,4,447,170,General,0.06,0.64,Medium,0.21,1,227.5
4478,88,15,63,97,4,409,370,General,0.34,0.3,Fast,0.46,1,267.0
915,105,30,72,81,3,455,247,Premium,0.65,0.75,Medium,0.71,1,189.2
2726,51,21,60,82,0,164,185,General,0.14,0.84,Medium,0.27,1,210.5
2580,38,3,35,97,0,364,347,Premium,0.66,0.34,Fast,0.59,1,284.6
2933,147,28,65,51,2,446,141,General,0.15,0.2,Medium,0.21,1,215.2
4167,38,25,45,41,4,467,406,General,0.66,0.35,Fast,0.6,1,213.9
1952,170,7,61,84,4,133,72,Premium,0.57,0.26,Fast,0.34,0,153.1
2716,115,9,31,90,0,165,33,Premium,0.42,0.77,Slow,0.65,0,120.6
3032,122,27,45,54,0,341,205,VIP,0.38,0.74,Fast,0.82,1,189.5
1722,58,11,78,48,3,464,381,Premium,0.13,0.62,Slow,0.29,1,196.0
2976,30,15,58,97,4,327,449,VIP,0.56,0.63,Medium,0.72,1,292.2
1481,71,4,71,60,0,402,86,Premium,0.46,0.01,Slow,0.24,0,146.7
59,99,13,23,67,2,344,444,General,0.81,0.31,Medium,0.64,0,149.6
1003,114,11,29,98,2,229,74,General,0.11,0.69,Medium,0.32,1,181.2
2861,101,31,34,75,3,383,12,Premium,0.18,0.72,Medium,0.15,1,141.8
3177,119,28,54,78,4,466,211,Premium,0.57,0.2,Slow,0.65,1,219.7
97,131,9,54,41,0,277,257,General,0.13,0.24,Medium,0.51,0,139.9
935,46,3,85,44,3,257,209,Premium,0.08,0.25,Fast,0.63,1,212.0
3076,17,26,35,42,3,243,424,VIP,0.09,0.31,Slow,0.33,1,255.3
669,12,4,57,98,0,470,338,General,0.02,0.1,Fast,0.25,0,198.5
3452,181,3,8,83,2,440,431,VIP,0.31,0.61,Fast,0.47,1,253.8
1768,73,0,40,41,4,288,252,VIP,0.34,0.79,Fast,0.43,0,197.2
90,117,27,5,79,1,295,247,General,0.2,0.87,Fast,0.26,0,111.3
3097,151,10,89,52,4,219,196,General,0.45,0.41,Fast,0.13,0,173.2
2440,77,28,59,75,2,131,117,VIP,0.1,0.94,Medium,0.79,0,228.4
3430,154,8,12,75,4,379,157,General,0.02,0.34,Fast,0.12,0,188.0
3907,99,21,73,41,1,234,167,General,0.47,0.19,Medium,0.35,1,217.3
4677,66,16,7,85,4,303,373,VIP,0.41,0.83,Medium,0.58,1,265.0
3735,54,22,64,72,2,388,238,General,0.3,0.97,Slow,0.28,1,197.4
3045,176,19,71,97,4,245,203,General,0.57,0.73,Fast,0.11,0,181.6
3156,28,31,11,71,1,227,347,General,0.36,0.44,Fast,0.32,1,208.5
1980,95,29,61,56,2,228,309,General,0.6,0.95,Medium,0.52,1,144.7
4736,44,5,75,43,4,456,45,General,0.22,0.25,Fast,0.81,0,228.3
346,162,4,52,41,2,315,60,General,0.52,0.34,Medium,0.59,0,134.3
4782,24,23,66,91,0,418,377,General,0.19,0.33,Fast,0.82,1,297.0
3804,188,28,87,93,4,177,44,VIP,0.72,0.47,Fast,0.37,0,166.7
2439,172,29,84,72,4,358,248,General,0.01,0.51,Fast,0.74,1,180.2
719,107,10,40,58,2,474,146,General,0.21,0.64,Slow,0.42,0,192.6
4277,174,13,57,62,2,197,32,General,0.79,0.41,Fast,0.31,1,162.2
1608,130,8,47,61,4,167,90,Premium,0.16,0.58,Fast,0.25,0,151.0
637,185,26,49,62,3,378,454,VIP,0.42,0.29,Slow,0.3,1,136.2
1279,26,11,7,60,3,296,26,Premium,0.01,0.48,Fast,0.36,0,139.5
3442,146,14,16,54,1,306,12,General,0.76,0.03,Medium,0.47,0,128.0
3203,61,10,37,56,2,416,320,General,0.63,0.03,Fast,0.82,0,245.5
3163,67,8,27,40,4,255,399,General,0.16,0.09,Fast,0.67,1,232.1
2311,159,6,18,59,2,429,315,VIP,0.32,0.16,Fast,0.7,1,256.0
2787,161,26,26,78,3,473,179,General,0.39,0.17,Medium,0.8,1,211.8
581,155,22,43,75,4,309,29,General,0.13,0.66,Fast,0.25,1,117.9
637,40,28,41,52,0,141,104,General,0.64,0.83,Slow,0.39,0,128.1
771,63,30,64,86,3,118,53,General,0.24,0.95,Fast,0.47,1,157.2
3429,38,19,72,77,0,360,64,VIP,0.18,0.56,Fast,0.11,0,200.0
1533,174,22,28,43,3,218,41,General,0.02,0.63,Fast,0.74,1,153.7
2693,101,18,22,40,3,355,333,VIP,0.46,0.98,Slow,0.39,0,182.8
1015,67,25,67,46,4,122,132,Premium,0.46,0.76,Slow,0.39,1,132.8
1662,59,1,79,70,1,456,381,Premium,0.22,0.16,Fast,0.55,1,204.8
3805,12,0,39,96,2,434,165,VIP,0.04,0.84,Medium,0.76,1,319.1
2866,159,23,28,40,0,175,96,General,0.61,0.89,Medium,0.89,1,112.6
1779,112,21,26,57,2,462,326,General,0.25,0.95,Fast,0.6,1,187.0
895,121,25,38,60,4,321,33,General,0.8,0.35,Medium,0.3,1,161.0
3579,149,7,22,67,4,426,181,Premium,0.74,0.79,Slow,0.16,0,137.2
3310,144,21,30,50,4,462,37,General,0.2,0.39,Slow,0.15,1,199.7
2855,108,20,35,60,1,299,185,VIP,0.15,0.07,Slow,0.41,1,163.3
1420,67,18,56,64,3,122,317,Premium,0.6,0.02,Fast,0.77,0,168.4
1353,156,0,51,44,2,435,242,General,0.01,0.83,Fast,0.44,1,157.0
1460,57,27,30,94,4,179,313,General,0.16,0.27,Medium,0.45,1,201.9
639,10,18,18,61,2,436,280,General,0.56,0.5,Fast,0.51,1,172.9
3281,166,25,40,71,3,452,116,Premium,0.18,0.24,Medium,0.49,1,176.3
2402,45,14,67,97,3,190,385,Premium,0.82,0.99,Medium,0.59,1,246.6
4420,99,26,44,71,0,120,445,Premium,0.85,0.79,Slow,0.39,1,166.8
4687,88,29,71,72,4,351,126,VIP,0.12,0.44,Slow,0.65,1,258.2
4660,163,24,27,56,2,265,181,Premium,0.67,0.06,Medium,0.33,1,170.3
2343,24,6,24,50,1,368,421,General,0.31,0.36,Slow,0.84,1,233.9
599,155,22,54,78,3,185,255,VIP,0.78,0.06,Fast,0.7,0,105.0
1842,69,16,7,75,4,228,27,General,0.42,0.04,Medium,0.29,1,189.7
1669,160,6,85,61,4,350,127,General,0.1,0.33,Slow,0.32,1,202.1
4053,140,25,34,50,0,325,354,Premium,0.66,0.75,Fast,0.33,0,124.8
168,45,9,80,91,4,474,303,Premium,0.47,0.17,Medium,0.81,0,226.1
128,40,29,76,83,1,240,288,Premium,0.51,0.93,Fast,0.32,1,160.2
2882,55,7,62,50,4,466,184,VIP,0.72,0.58,Medium,0.69,0,222.6
2058,108,11,18,41,4,371,320,General,0.82,0.02,Fast,0.24,1,173.5
2177,124,1,51,61,3,154,106,General,0.78,0.44,Fast,0.25,1,146.6
3455,61,19,78,78,0,255,243,General,0.55,0.72,Medium,0.4,0,184.5
790,171,21,5,88,3,311,131,General,0.79,0.09,Fast,0.59,1,153.2
1635,9,28,10,78,3,369,127,VIP,0.57,0.02,Slow,0.38,1,204.6
1581,37,5,10,45,3,180,274,VIP,0.36,0.03,Medium,0.26,1,186.6
2234,26,18,57,46,2,315,204,Premium,0.12,0.22,Slow,0.84,1,252.2
612,41,1,27,95,1,374,429,VIP,0.45,0.82,Fast,0.22,1,207.2
359,23,8,79,81,2,375,100,General,0.63,0.14,Fast,0.53,0,241.1
2639,24,23,77,46,2,337,325,General,0.54,0.49,Slow,0.51,1,210.9
3768,150,25,48,59,0,423,165,General,0.71,0.56,Fast,0.49,1,160.2
2369,176,32,73,82,4,266,384,General,0.1,0.48,Medium,0.19,1,162.7
3543,98,23,57,84,2,301,69,General,0.24,0.67,Fast,0.59,0,188.4
4355,148,1,82,75,2,477,422,VIP,0.09,0.56,Fast,0.63,1,291.8
3159,29,9,14,51,2,402,419,General,0.76,0.93,Slow,0.6,1,231.2
813,32,24,17,73,4,446,373,VIP,0.64,0.64,Slow,0.53,1,206.4
109,52,3,38,98,4,484,373,General,0.1,0.62,Medium,0.65,1,233.5
3612,137,17,72,94,1,196,115,Premium,0.07,0.06,Medium,0.13,1,172.0
1082,26,15,3,78,3,439,68,General,0.73,0.66,Fast,0.17,1,180.1
4675,168,7,49,48,1,211,169,General,0.26,0.55,Fast,0.36,1,185.1
1946,35,10,30,55,3,224,201,General,0.44,0.46,Fast,0.32,1,202.1
4681,16,0,16,43,0,332,15,Premium,0.76,0.52,Medium,0.9,0,230.3
3200,10,7,8,91,2,103,166,General,0.08,0.42,Medium,0.2,0,182.2
1397,28,10,9,44,2,238,383,VIP,0.64,0.87,Fast,0.28,1,153.6
456,14,14,47,57,2,223,241,General,0.77,0.25,Slow,0.43,1,164.6
3258,121,1,38,73,4,171,339,VIP,0.35,0.93,Medium,0.78,0,199.2
1608,96,27,24,84,2,200,388,VIP,0.53,0.26,Slow,0.52,0,175.8
2942,5,19,13,58,3,430,249,Premium,0.31,0.88,Medium,0.73,0,213.0
1781,89,23,86,58,0,208,318,Premium,0.66,0.33,Medium,0.27,0,154.7
3565,63,22,64,82,0,211,178,VIP,0.62,0.86,Medium,0.35,1,193.5
3454,30,6,73,90,0,184,355,Premium,0.03,0.09,Fast,0.44,0,218.9
3519,54,30,26,88,3,203,257,Premium,0.03,0.07,Fast,0.26,1,208.1
4112,159,1,42,94,0,232,145,General,0.61,0.27,Fast,0.78,1,231.7
2669,164,28,10,78,2,391,101,Premium,0.42,0.76,Fast,0.45,1,151.7
1632,52,0,82,85,2,409,313,General,0.43,0.83,Fast,0.64,1,224.5
3082,30,3,73,95,4,302,143,General,0.29,0.61,Fast,0.34,0,213.2
467,156,16,54,81,3,393,267,General,0.67,0.8,Medium,0.72,0,125.4
1255,12,9,27,46,1,241,378,General,0.79,0.01,Medium,0.87,1,201.5
118,157,10,44,92,2,197,59,General,0.66,0.14,Medium,0.1,0,102.6
1915,124,32,77,46,3,480,343,General,0.6,0.3,Slow,0.88,1,180.2
4592,59,21,8,83,1,154,89,Premium,0.58,0.04,Slow,0.88,0,261.1
2120,56,29,76,80,3,256,253,General,0.31,0.88,Medium,0.15,1,168.1
958,139,1,0,51,4,172,395,General,0.23,0.24,Medium,0.36,0,117.4
1687,37,28,59,85,1,284,192,General,0.28,0.15,Medium,0.42,0,146.4
1561,120,16,6,82,3,395,383,VIP,0.24,0.35,Fast,0.56,0,217.2
3750,158,16,74,80,2,372,18,VIP,0.57,0.52,Medium,0.17,1,151.4
307,28,1,65,58,3,212,297,Premium,0.68,0.06,Medium,0.73,1,209.8
4550,73,5,21,90,4,244,37,General,0.5,0.51,Fast,0.82,1,236.9
1411,161,24,32,75,4,384,107,Premium,0.55,0.82,Fast,0.11,0,128.9
65,62,8,57,89,2,203,420,General,0.82,0.75,Fast,0.15,0,149.5
3505,171,22,67,57,2,323,154,VIP,0.67,0.33,Fast,0.38,0,153.9
4486,19,29,85,52,3,104,94,Premium,0.24,0.18,Fast,0.55,1,209.5
4247,120,12,22,49,2,246,256,VIP,0.46,0.29,Fast,0.45,1,212.3
238,173,11,7,53,0,199,366,General,0.73,0.41,Medium,0.33,0,134.5
1407,177,14,44,80,2,473,224,General,0.81,0.75,Medium,0.34,0,137.9
497,133,18,40,55,3,316,179,VIP,0.3,0.62,Medium,0.48,0,138.0
2858,75,25,25,86,4,444,453,General,0.02,0.73,Medium,0.26,0,213.7
4278,10,0,28,54,1,348,353,General,0.23,0.92,Fast,0.18,0,238.0
1663,85,5,50,78,2,171,412,General,0.55,0.48,Medium,0.54,0,182.1
394,153,14,23,48,1,361,343,General,0.21,0.41,Medium,0.56,1,144.0
2286,160,30,50,64,4,112,107,General,0.01,0.11,Fast,0.72,0,128.6
1412,50,26,51,86,3,200,285,General,0.62,0.53,Medium,0.49,0,176.8
2497,6,13,23,64,0,152,51,VIP,0.18,0.86,Fast,0.48,1,186.0
865,39,15,54,78,1,353,382,Premium,0.84,0.77,Slow,0.4,0,167.1
4497,106,9,78,72,2,216,72,General,0.06,0.95,Medium,0.54,0,242.8
4206,86,19,13,40,2,244,182,Premium,0.71,0.77,Fast,0.68,0,190.0
4217,90,10,57,75,4,171,28,VIP,0.23,0.02,Fast,0.48,1,276.0
4372,146,1,79,72,0,194,313,General,0.21,0.77,Slow,0.36,1,222.7
4121,141,15,0,97,2,232,417,General,0.43,0.03,Medium,0.3,1,189.0
4212,133,2,18,55,3,441,14,Premium,0.54,0.77,Medium,0.66,1,212.0
3859,186,15,11,76,4,158,213,General,0.69,0.67,Slow,0.35,1,158.5
2227,52,3,24,62,0,183,59,General,0.76,0.2,Medium,0.2,1,138.4
142,14,13,2,84,1,324,145,Premium,0.48,0.47,Fast,0.61,0,189.2
3284,44,7,53,45,1,393,424,General,0.09,0.71,Medium,0.15,0,180.1
4143,175,8,81,83,1,207,444,General,0.56,0.56,Medium,0.57,1,228.9
580,159,7,55,84,4,275,50,Premium,0.74,0.22,Slow,0.78,0,144.5
1518,75,30,71,83,1,368,289,Premium,0.84,0.78,Medium,0.52,0,151.4
4412,137,13,19,65,2,329,263,Premium,0.4,0.43,Medium,0.83,0,281.9
2368,154,9,65,52,0,451,127,General,0.41,0.63,Fast,0.37,1,181.9
3473,12,24,62,43,0,396,63,General,0.0,0.58,Medium,0.12,0,185.2
466,126,25,31,48,4,306,429,Premium,0.75,0.93,Fast,0.75,0,162.3
443,52,30,84,65,1,475,357,General,0.48,0.11,Fast,0.34,0,162.3
313,24,4,26,95,0,361,120,General,0.21,0.6,Slow,0.57,0,195.8
415,93,2,60,68,1,263,387,General,0.28,0.54,Medium,0.83,1,215.4
1107,9,15,60,42,0,213,152,General,0.11,0.98,Slow,0.23,0,111.9
3724,98,19,64,54,3,230,54,General,0.37,0.69,Slow,0.29,1,182.6
626,179,13,52,73,4,122,153,Premium,0.38,0.31,Fast,0.48,1,136.1
1545,165,32,47,52,2,106,180,VIP,0.66,0.86,Medium,0.2,0,103.8
4567,159,25,72,82,4,132,222,General,0.61,0.96,Medium,0.47,1,202.5
2718,68,4,44,59,1,288,218,Premium,0.08,0.61,Fast,0.25,1,238.1
3873,113,14,24,83,3,219,63,Premium,0.26,0.03,Fast,0.12,0,200.5
3071,78,11,1,54,4,151,424,General,0.55,0.02,Fast,0.8,1,255.9
3787,63,24,27,93,1,183,168,VIP,0.52,0.73,Fast,0.26,1,168.3
4777,34,15,78,90,0,151,281,General,0.74,0.31,Medium,0.38,1,260.5
2938,185,19,71,42,4,451,437,General,0.55,0.94,Slow,0.67,1,201.3
746,153,10,26,47,2,256,348,VIP,0.19,0.43,Fast,0.49,0,157.5
3637,80,19,78,92,3,145,306,VIP,0.67,0.36,Medium,0.88,0,235.6
3824,115,14,55,49,3,310,109,Premium,0.06,0.51,Medium,0.31,1,191.3
2765,27,20,11,62,1,317,18,General,0.08,0.3,Fast,0.18,1,215.7
2620,75,19,40,97,0,264,56,Premium,0.46,0.7,Fast,0.42,1,205.4
2281,179,23,17,92,1,113,374,General,0.79,0.21,Medium,0.11,0,142.4
2225,158,1,82,64,0,485,160,General,0.67,0.41,Slow,0.84,0,205.1
4707,134,7,3,45,3,389,101,General,0.18,0.26,Fast,0.49,0,194.1
2885,63,6,54,62,4,160,197,General,0.53,0.89,Slow,0.27,0,170.5
2098,64,20,68,97,0,404,152,General,0.32,0.58,Medium,0.29,1,210.6
1425,67,26,28,81,0,110,285,VIP,0.55,0.8,Medium,0.62,0,161.9
709,104,0,38,44,0,239,92,Premium,0.66,0.08,Slow,0.64,0,131.1
1373,16,4,15,93,4,478,131,General,0.08,0.39,Fast,0.43,0,221.5
4491,182,21,46,98,0,148,203,Premium,0.53,0.08,Slow,0.71,0,153.6
970,33,9,35,61,3,271,286,General,0.0,0.7,Medium,0.54,0,192.2
3213,148,30,36,86,4,262,339,VIP,0.57,0.58,Medium,0.86,0,163.5
