price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,tickets_sold_first_hour
1565,154,0,0,59,1,205,102,Premium,0.7,0.56,Medium,0.17,0,104.3
4732,86,6,46,72,0,232,366,Premium,0.49,0.1,Fast,0.46,0,190.6
3576,179,16,71,95,1,378,213,VIP,0.05,0.63,Slow,0.44,0,204.4
3530,17,13,14,94,0,104,113,Premium,0.46,0.22,Slow,0.28,1,239.3
2162,92,23,66,69,0,356,171,Premium,0.5,0.35,Medium,0.23,1,145.3
3244,117,26,47,63,1,308,437,Premium,0.09,0.13,Fast,0.78,1,259.3
2550,17,27,71,85,4,450,37,General,0.56,0.79,Slow,0.77,1,201.5
1573,27,13,66,89,4,394,105,General,0.09,0.01,Fast,0.79,0,221.6
2146,130,3,19,71,1,384,160,VIP,0.57,0.66,Fast,0.82,0,165.6
1657,7,21,13,69,1,470,232,VIP,0.22,0.3,Slow,0.65,0,183.7
3635,66,22,82,49,3,121,265,Premium,0.33,0.5,Slow,0.7,0,205.9
4398,98,30,74,78,3,477,357,Premium,0.21,0.65,Slow,0.12,0,192.2
4707,17,20,72,74,3,477,342,General,0.04,0.16,Slow,0.84,1,362.4
2485,43,16,64,91,3,126,375,General,0.23,0.49,Fast,0.44,1,195.9
3223,14,18,26,41,1,323,304,VIP,0.16,0.32,Fast,0.5,0,212.8
3892,85,2,50,98,1,237,11,General,0.59,0.58,Medium,0.61,1,188.3
3641,146,14,87,94,1,343,116,General,0.84,0.02,Medium,0.71,0,289.6
4059,25,20,68,76,1,156,347,Premium,0.15,0.12,Fast,0.53,1,273.0
1374,99,2,83,79,0,109,233,General,0.57,0.77,Medium,0.52,1,152.0
1740,54,32,69,56,3,288,176,General,0.8,0.73,Medium,0.45,1,151.7
3369,72,27,13,60,4,305,383,Premium,0.66,0.58,Fast,0.19,0,163.7
4760,157,14,27,69,3,411,198,Premium,0.05,0.23,Fast,0.33,1,192.9
2641,157,3,53,98,3,376,422,Premium,0.13,0.09,Medium,0.66,1,280.0
1482,125,14,40,86,1,287,455,Premium,0.71,0.84,Medium,0.83,1,180.5
2685,44,8,61,79,3,482,127,General,0.71,0.21,Fast,0.16,0,251.1
4087,60,3,0,82,2,325,106,Premium,0.52,0.14,Slow,0.81,0,221.3
1099,59,3,42,58,1,341,280,General,0.11,0.41,Medium,0.51,0,177.6
4567,145,0,40,96,3,269,282,General,0.43,0.74,Fast,0.55,1,203.0
888,133,30,51,50,2,117,277,VIP,0.33,0.69,Fast,0.44,0,138.0
3174,171,1,42,77,3,452,194,General,0.18,0.34,Medium,0.77,1,264.0
3403,127,19,67,58,0,332,154,VIP,0.17,0.24,Fast,0.38,0,189.0
688,10,21,69,96,2,289,304,General,0.26,0.82,Medium,0.14,1,205.1
913,102,18,66,48,1,216,18,General,0.73,0.56,Medium,0.85,0,113.7
4739,51,19,68,75,0,344,163,Premium,0.1,0.94,Slow,0.73,0,212.0
2544,141,9,27,47,4,359,57,General,0.63,0.88,Fast,0.2,0,119.0
2175,38,16,61,93,3,420,148,VIP,0.01,0.32,Fast,0.41,0,311.8
2217,95,28,22,44,1,188,301,VIP,0.1,0.95,Slow,0.77,1,131.9
3969,42,18,60,80,4,293,123,Premium,0.31,0.59,Medium,0.13,1,271.2
1482,80,16,72,58,3,116,314,Premium,0.63,0.8,Medium,0.66,1,216.8
1190,13,11,26,67,2,457,202,General,0.62,0.22,Medium,0.82,0,216.2
940,85,6,67,70,0,120,255,General,0.62,0.53,Medium,0.89,1,153.6
4348,70,16,12,47,2,202,43,General,0.49,0.7,Fast,0.72,1,191.3
1262,160,20,3,82,4,183,191,VIP,0.83,0.3,Fast,0.81,1,157.7
3327,152,31,67,57,2,311,438,General,0.6,0.08,Fast,0.86,0,166.6
836,102,7,39,44,0,143,261,Premium,0.83,0.25,Medium,0.53,1,128.7
3563,86,29,23,96,3,482,208,VIP,0.65,0.26,Slow,0.28,0,223.4
961,5,4,36,68,4,374,207,VIP,0.46,0.06,Fast,0.14,1,209.7
379,185,1,84,65,3,455,22,VIP,0.64,0.23,Medium,0.46,1,149.3
3948,118,16,57,79,2,309,118,General,0.05,0.33,Fast,0.15,1,191.7
2045,129,8,6,44,4,315,238,General,0.06,0.81,Slow,0.43,1,198.6
4579,50,2,23,95,2,384,85,General,0.06,0.3,Medium,0.39,1,266.3
2697,39,26,17,48,3,411,358,General,0.51,0.6,Fast,0.11,1,250.1
1756,186,29,26,97,3,126,405,General,0.27,0.63,Medium,0.33,0,131.3
4496,36,16,72,79,2,343,277,General,0.78,0.14,Medium,0.19,1,196.0
4069,174,19,28,60,1,177,198,General,0.23,0.38,Slow,0.74,0,148.0
480,41,17,37,60,3,308,152,Premium,0.29,0.57,Medium,0.77,0,190.3
3787,110,9,89,48,3,168,308,VIP,0.18,0.45,Fast,0.35,1,245.5
3796,75,24,48,52,0,238,412,VIP,0.75,0.17,Medium,0.7,1,191.2
4260,24,5,81,92,2,336,242,General,0.45,0.37,Medium,0.29,1,266.5
1588,26,2,24,80,4,283,15,VIP,0.8,0.81,Fast,0.88,0,182.2
3485,55,16,79,48,0,421,221,VIP,0.34,0.82,Medium,0.51,0,198.9
992,180,13,87,62,1,157,363,Premium,0.35,0.68,Fast,0.86,0,173.4
4369,146,31,51,76,1,471,146,General,0.69,0.04,Medium,0.37,0,138.7
898,39,30,65,45,4,210,119,VIP,0.55,0.46,Slow,0.27,0,196.8
3008,50,15,59,96,0,153,12,Premium,0.37,0.48,Fast,0.87,0,247.7
2048,25,13,71,74,2,218,18,VIP,0.59,0.75,Fast,0.15,1,220.3
326,23,3,28,94,1,338,173,General,0.5,0.26,Fast,0.39,0,166.2
286,131,27,77,53,1,441,308,General,0.37,0.8,Medium,0.45,0,112.4
2599,162,14,8,72,1,125,282,General,0.65,0.59,Medium,0.67,1,174.6
156,105,9,11,77,4,425,97,General,0.19,0.96,Fast,0.27,0,178.3
4509,181,5,63,77,3,425,419,General,0.55,0.2,Medium,0.68,0,195.0
1578,91,15,80,81,2,252,382,VIP,0.64,0.61,Slow,0.48,1,168.4
4781,126,14,30,50,2,114,170,VIP,0.09,0.62,Fast,0.15,1,152.8
1619,35,26,33,90,0,153,314,General,0.81,0.93,Fast,0.7,1,171.5
1174,79,0,4,82,2,234,235,General,0.44,0.86,Slow,0.32,1,168.6
3172,19,6,6,42,0,426,95,General,0.64,0.88,Medium,0.61,0,192.0
2017,174,14,88,57,0,142,195,Premium,0.27,0.54,Medium,0.43,1,122.7
3159,90,15,54,96,0,228,201,VIP,0.06,0.77,Fast,0.32,0,166.5
444,132,20,55,80,2,206,67,Premium,0.34,0.09,Medium,0.27,1,187.0
2072,136,2,56,79,4,155,289,General,0.74,0.73,Slow,0.42,1,184.5
2531,157,22,75,79,3,129,436,General,0.48,0.94,Fast,0.21,0,131.0
3692,66,24,65,88,0,227,88,General,0.04,0.72,Fast,0.23,1,190.4
2280,110,17,57,66,1,341,348,Premium,0.85,0.58,Medium,0.75,0,182.3
3160,10,6,58,58,1,441,130,General,0.78,0.36,Fast,0.64,0,186.6
50,153,0,41,41,4,338,404,Premium,0.1,0.16,Medium,0.83,0,168.2
3687,55,5,18,69,4,351,330,General,0.35,0.39,Medium,0.68,1,251.6
1128,90,17,89,82,1,272,100,Premium,0.68,0.26,Slow,0.29,0,167.3
3323,99,28,80,70,4,135,400,General,0.01,0.2,Fast,0.18,1,263.8
4278,25,3,55,68,4,239,46,Premium,0.23,0.55,Medium,0.51,0,206.0
4503,91,9,25,44,0,453,336,Premium,0.47,0.31,Fast,0.17,1,252.4
2224,94,16,33,55,3,236,180,General,0.82,0.19,Fast,0.63,1,151.4
4696,138,29,78,77,3,368,331,Premium,0.63,0.53,Fast,0.78,1,259.7
4134,157,9,85,93,0,382,272,VIP,0.56,0.95,Fast,0.25,1,207.1
747,86,8,77,50,4,470,73,General,0.44,0.56,Slow,0.33,0,169.7
500,25,8,53,89,3,165,373,General,0.38,0.7,Medium,0.42,1,203.0
2094,145,12,48,96,4,270,108,General,0.52,0.32,Medium,0.26,1,170.2
808,154,4,83,60,2,383,305,Premium,0.69,0.23,Medium,0.67,1,202.4
549,78,25,16,81,1,243,357,Premium,0.05,0.18,Slow,0.37,1,166.9
689,29,28,77,94,2,138,37,Premium,0.3,0.2,Slow,0.27,0,176.8
4051,62,15,74,82,0,256,44,General,0.47,0.84,Fast,0.13,1,174.9
3636,64,8,42,44,1,349,245,VIP,0.84,0.17,Medium,0.85,0,208.6
2383,70,21,70,57,2,176,12,VIP,0.44,0.47,Medium,0.82,1,180.2
1824,107,30,35,60,1,388,380,General,0.08,0.13,Fast,0.79,1,178.6
4322,123,9,44,55,2,272,139,VIP,0.27,0.48,Medium,0.32,1,221.4
2678,173,9,77,68,2,371,46,General,0.72,0.62,Fast,0.72,1,173.7
4092,120,8,68,97,1,159,12,Premium,0.25,0.42,Fast,0.78,0,174.8
3206,140,18,66,52,3,168,73,General,0.65,0.44,Fast,0.27,1,207.0
2533,15,6,48,80,1,435,342,VIP,0.33,0.64,Fast,0.17,0,268.5
2705,71,19,84,92,3,208,352,General,0.36,0.43,Medium,0.31,0,192.6
1043,138,28,69,59,1,382,22,General,0.12,0.9,Slow,0.81,1,131.5
3337,188,26,8,44,0,344,58,General,0.73,0.23,Fast,0.42,1,125.8
3571,66,31,23,85,4,103,403,VIP,0.24,0.53,Medium,0.59,1,235.3
269,163,11,0,88,3,122,60,General,0.56,0.63,Slow,0.49,0,99.5
1392,44,19,84,41,4,298,116,General,0.78,0.07,Medium,0.79,1,187.5
3075,16,2,26,62,2,364,127,General,0.39,0.4,Fast,0.31,0,229.3
4430,49,8,33,71,1,352,216,VIP,0.62,0.48,Medium,0.28,0,178.7
484,114,25,59,71,1,353,435,General,0.01,0.84,Slow,0.17,1,128.4
91,26,29,70,79,2,149,432,General,0.12,0.57,Medium,0.6,1,186.8
312,101,24,17,94,1,302,157,Premium,0.59,0.96,Slow,0.37,1,137.3
196,172,1,29,96,0,420,119,General,0.31,0.82,Medium,0.51,0,169.8
1847,32,17,13,67,1,258,305,General,0.84,0.0,Fast,0.88,0,201.7
3335,173,27,46,55,4,239,309,General,0.16,0.19,Slow,0.21,0,115.4
3305,43,23,41,90,3,476,310,General,0.61,0.29,Medium,0.62,1,258.7
2326,70,18,52,92,2,456,138,Premium,0.79,0.33,Fast,0.74,0,275.2
4415,27,5,74,89,0,190,417,General,0.69,0.62,Medium,0.15,0,174.7
2510,188,32,46,71,4,257,250,General,0.82,0.57,Fast,0.65,0,146.0
240,56,15,19,91,0,344,115,General,0.58,0.18,Fast,0.27,1,178.5
4236,140,24,15,49,2,440,59,General,0.63,0.04,Medium,0.9,1,177.3
2819,42,5,16,61,1,417,24,Premium,0.14,0.98,Fast,0.52,0,198.0
3600,53,14,37,60,4,130,161,Premium,0.31,0.1,Medium,0.49,1,199.4
556,162,10,29,70,1,470,68,VIP,0.6,0.53,Medium,0.38,1,125.9
452,107,22,9,43,4,404,130,VIP,0.81,0.01,Medium,0.6,0,151.6
4586,68,22,50,95,1,244,368,VIP,0.06,0.17,Fast,0.67,0,236.7
1395,52,18,37,81,4,443,318,VIP,0.67,0.53,Fast,0.87,0,210.0
1200,12,22,56,74,4,321,13,VIP,0.57,0.04,Medium,0.7,1,193.6
3559,69,23,11,56,0,176,356,VIP,0.69,0.29,Medium,0.82,0,219.6
1001,89,5,26,45,1,314,413,General,0.81,0.88,Fast,0.18,1,165.3
3029,60,9,1,80,1,358,137,General,0.13,0.08,Slow,0.24,1,184.5
2487,165,30,70,66,3,200,168,Premium,0.47,0.03,Fast,0.49,0,147.2
3846,34,29,47,57,3,452,155,General,0.42,0.45,Fast,0.66,0,182.9
1566,50,21,46,61,4,181,196,VIP,0.24,0.88,Medium,0.63,0,171.2
2143,88,14,4,90,0,366,446,VIP,0.66,0.92,Medium,0.19,1,239.4
4106,118,0,63,84,3,322,343,Premium,0.66,0.76,Medium,0.63,1,258.1
2666,89,1,7,69,2,191,12,Premium,0.19,0.03,Medium,0.47,0,166.8
4194,151,30,62,65,3,389,329,General,0.64,0.4,Fast,0.71,0,170.9
490,21,17,27,89,0,332,391,VIP,0.6,0.66,Fast,0.28,1,208.4
1978,66,8,71,53,1,364,28,Premium,0.65,0.58,Medium,0.17,1,197.0
1326,30,23,1,80,2,462,18,General,0.48,0.51,Fast,0.16,1,203.0
2112,156,23,12,72,4,473,212,Premium,0.12,0.01,Medium,0.44,1,208.2
2474,16,16,84,84,3,395,107,General,0.21,0.33,Fast,0.83,0,287.3
3332,50,23,24,76,4,366,309,General,0.12,0.43,Medium,0.81,0,281.7
322,117,8,3,61,3,236,75,VIP,0.39,0.33,Medium,0.45,0,135.5
2804,18,14,24,93,0,201,261,General,0.04,0.22,Slow,0.23,1,208.4
3729,122,31,21,76,2,483,94,General,0.08,0.36,Medium,0.84,0,168.6
2265,164,10,35,76,3,460,124,Premium,0.22,0.94,Medium,0.7,0,163.7
1432,176,16,83,53,3,131,20,General,0.43,0.87,Medium,0.78,1,110.8
843,25,29,55,79,4,408,323,Premium,0.56,0.42,Fast,0.88,0,185.6
2137,71,20,77,62,3,444,147,General,0.79,0.56,Medium,0.39,0,149.5
3951,72,29,33,90,0,370,214,General,0.04,0.81,Slow,0.23,1,236.9
2561,29,21,21,69,1,244,253,General,0.72,0.22,Slow,0.23,0,147.4
463,56,29,67,68,4,181,445,General,0.28,0.31,Medium,0.82,0,188.7
4634,14,23,5,62,0,391,386,VIP,0.08,0.07,Medium,0.21,0,314.5
1935,159,12,41,77,1,397,443,Premium,0.24,0.37,Slow,0.58,0,155.3
1793,40,8,80,54,3,281,345,VIP,0.63,0.62,Medium,0.14,1,181.6
2574,161,14,41,54,3,351,335,Premium,0.34,0.75,Fast,0.24,0,128.4
2180,84,15,13,84,0,227,346,VIP,0.18,0.28,Fast,0.82,1,206.1
4224,171,23,33,70,4,275,125,VIP,0.84,0.7,Fast,0.8,1,222.2
4488,73,26,43,49,0,268,270,General,0.1,0.52,Medium,0.37,0,233.3
3240,131,14,47,42,4,259,127,VIP,0.16,0.45,Fast,0.34,0,213.3
901,155,29,87,89,2,271,446,Premium,0.25,0.24,Fast,0.5,1,147.4
3004,111,1,25,79,0,280,241,General,0.77,0.13,Slow,0.42,1,181.3
1215,94,30,79,84,1,346,378,General,0.33,0.12,Slow,0.5,0,186.7
180,84,4,48,52,3,271,205,General,0.13,0.38,Medium,0.68,0,154.8
643,186,6,77,62,4,309,418,General,0.46,0.77,Fast,0.16,1,153.9
1742,23,27,8,89,1,261,288,General,0.79,0.62,Slow,0.17,1,139.5
4192,95,3,7,62,2,353,404,General,0.65,0.14,Fast,0.45,0,211.0
1500,62,10,83,70,1,380,263,General,0.35,0.74,Fast,0.43,0,170.5
3651,19,20,58,96,0,447,329,Premium,0.11,0.01,Fast,0.62,1,276.5
3706,116,8,67,69,4,294,442,Premium,0.67,0.27,Slow,0.37,1,205.2
4790,120,21,0,86,2,320,458,Premium,0.67,0.04,Fast,0.81,1,191.8
4368,38,18,63,63,4,243,100,General,0.33,0.04,Fast,0.69,0,214.8
798,124,5,26,72,3,411,198,Premium,0.83,0.59,Fast,0.16,1,150.0
738,165,28,39,52,3,452,62,General,0.39,0.4,Medium,0.48,1,135.9
450,104,4,73,62,3,226,455,VIP,0.82,0.23,Slow,0.59,0,167.4
3362,118,4,80,51,4,361,82,Premium,0.84,0.26,Fast,0.47,1,208.1
4577,119,12,75,54,0,137,270,VIP,0.41,0.52,Medium,0.53,0,215.2
504,87,18,84,71,3,142,68,General,0.6,0.27,Fast,0.83,0,181.5
314,128,29,0,65,3,182,413,VIP,0.46,0.66,Fast,0.55,1,135.2
3643,103,7,18,77,4,275,223,VIP,0.49,0.97,Fast,0.52,0,189.4
4668,176,13,88,66,0,290,161,Premium,0.57,0.18,Fast,0.55,0,137.1
1184,153,21,45,83,3,217,299,Premium,0.72,0.84,Medium,0.43,1,174.1
1909,166,6,42,72,4,464,329,VIP,0.29,0.11,Fast,0.51,0,170.0
1055,182,4,78,55,3,207,96,General,0.63,0.17,Medium,0.34,1,122.4
2229,59,15,29,84,0,346,319,Premium,0.26,0.5,Slow,0.73,1,206.3
959,21,18,65,64,2,374,221,Premium,0.75,0.13,Slow,0.82,1,256.0
1390,7,31,31,92,0,385,136,General,0.15,0.87,Medium,0.32,1,237.6
4515,165,19,79,72,2,420,367,General,0.7,0.96,Medium,0.36,1,184.7
4566,98,2,1,70,1,197,347,General,0.22,0.69,Medium,0.33,0,192.3
2790,187,31,32,67,1,284,268,General,0.82,0.42,Fast,0.13,0,144.2
1133,7,5,47,91,1,290,338,General,0.83,0.77,Slow,0.35,0,169.7
4734,31,29,84,88,1,252,139,VIP,0.01,0.03,Fast,0.46,1,310.5
3795,43,32,26,95,2,198,220,General,0.0,0.44,Slow,0.29,1,193.5
3651,139,0,84,89,2,435,288,General,0.42,0.07,Medium,0.36,0,250.6
1236,160,9,16,75,4,346,285,Premium,0.46,0.61,Medium,0.74,1,166.7
649,36,19,19,62,0,442,102,General,0.27,0.72,Fast,0.37,1,161.2
2051,150,5,19,58,3,386,414,General,0.82,0.02,Medium,0.35,1,168.8
3161,154,32,54,75,3,380,57,Premium,0.7,0.33,Fast,0.51,1,149.4
1167,164,21,15,78,0,224,353,Premium,0.2,0.44,Fast,0.34,0,102.9
278,30,9,21,45,3,390,343,General,0.65,0.27,Medium,0.71,1,217.4
3271,183,16,73,80,0,344,289,General,0.07,0.41,Medium,0.52,0,260.2
3416,92,16,15,69,4,346,180,General,0.07,0.49,Slow,0.27,1,186.4
2770,116,16,86,95,3,125,176,VIP,0.26,0.2,Medium,0.48,1,184.8
4622,70,26,70,58,3,166,119,General,0.17,0.86,Fast,0.87,0,198.7
4093,128,24,82,73,0,327,64,General,0.77,0.6,Fast,0.33,0,171.3
1382,67,11,45,41,2,379,238,VIP,0.57,0.87,Medium,0.46,1,149.5
3585,165,18,49,72,4,255,164,General,0.6,0.13,Fast,0.19,0,199.5
1292,28,21,74,51,0,480,25,General,0.36,0.25,Fast,0.53,0,167.4
3685,104,28,50,40,1,177,407,Premium,0.63,0.53,Slow,0.32,1,248.6
4110,137,3,7,63,2,436,73,General,0.22,0.74,Fast,0.29,1,156.7
3240,45,32,30,96,1,228,170,General,0.36,0.82,Medium,0.58,0,168.9
3944,79,30,24,55,1,285,277,Premium,0.01,0.9,Fast,0.23,0,163.2
1574,128,26,83,52,2,334,107,General,0.79,0.03,Fast,0.48,1,160.7
1849,147,18,87,79,1,271,31,General,0.74,0.03,Slow,0.1,1,133.9
2537,120,15,69,78,4,153,182,Premium,0.59,0.44,Fast,0.13,0,144.1
1637,58,12,63,95,2,212,247,General,0.19,0.98,Medium,0.37,0,161.7
2284,141,32,13,51,4,108,46,Premium,0.19,0.8,Medium,0.47,0,102.7
3281,76,3,17,86,3,281,41,General,0.2,0.2,Slow,0.83,0,210.6
2856,98,10,31,62,2,271,56,VIP,0.56,0.74,Slow,0.66,0,173.4
2979,162,6,75,94,1,158,189,VIP,0.65,0.98,Medium,0.59,0,218.6
572,97,29,19,83,0,426,180,VIP,0.61,0.83,Fast,0.83,1,167.1
3142,63,9,52,46,2,401,59,VIP,0.2,0.09,Fast,0.57,0,190.7
851,114,8,35,46,3,442,164,General,0.72,0.33,Slow,0.45,1,151.6
914,113,22,7,74,1,401,38,VIP,0.43,0.42,Slow,0.44,1,150.3
3965,45,10,8,61,1,274,87,General,0.03,0.56,Medium,0.55,0,208.6
2190,5,11,87,40,4,193,449,Premium,0.4,0.18,Medium,0.63,1,291.3
3563,183,3,10,53,2,266,235,General,0.31,0.61,Fast,0.19,1,240.0
1744,153,30,52,98,2,246,397,General,0.54,0.63,Slow,0.53,0,149.7
1679,34,32,51,43,2,313,446,Premium,0.04,0.88,Fast,0.82,0,203.9
1255,164,27,85,81,1,325,324,General,0.08,0.18,Fast,0.56,1,169.2
3555,105,9,60,77,1,457,108,Premium,0.74,0.08,Medium,0.5,0,206.6
4019,160,23,80,95,4,328,273,Premium,0.15,0.45,Medium,0.42,1,194.6
4524,126,17,43,57,4,180,229,VIP,0.09,0.76,Fast,0.33,1,156.5
4156,123,13,28,44,2,374,151,General,0.8,0.22,Medium,0.78,0,177.0
1754,107,6,39,56,0,437,358,VIP,0.44,0.17,Slow,0.35,1,233.8
3458,67,25,23,52,1,362,314,Premium,0.42,0.06,Medium,0.54,1,211.6
602,125,9,48,52,4,480,89,VIP,0.18,0.21,Slow,0.75,0,167.2
1731,184,20,39,62,0,357,275,VIP,0.33,0.61,Fast,0.8,0,152.2
2670,166,16,23,72,4,239,235,General,0.72,0.87,Fast,0.21,0,117.0
809,124,18,5,75,1,276,368,VIP,0.5,0.51,Fast,0.28,0,122.7
3508,113,28,21,86,4,403,278,Premium,0.08,0.64,Fast,0.76,1,232.3
2417,63,5,47,61,3,330,307,VIP,0.57,0.85,Medium,0.75,0,189.6
3653,172,22,55,88,1,161,444,General,0.68,0.36,Fast,0.18,0,131.2
4292,147,12,82,94,4,171,176,General,0.36,0.23,Fast,0.31,1,199.3
3009,141,17,38,83,0,368,243,General,0.66,0.09,Slow,0.59,1,219.3
2376,34,12,62,78,2,395,117,General,0.4,0.17,Fast,0.81,1,219.3
2220,144,17,42,41,4,112,174,Premium,0.3,0.31,Fast,0.51,0,147.9
2182,35,19,43,69,2,304,277,Premium,0.38,0.29,Medium,0.61,0,225.6
676,69,9,44,63,1,406,193,General,0.0,0.37,Slow,0.84,0,194.4
3806,56,2,1,52,4,253,273,VIP,0.57,0.28,Medium,0.33,1,226.1
1324,76,15,44,71,3,403,292,Premium,0.33,0.52,Medium,0.45,0,167.8
458,45,27,77,95,1,285,177,VIP,0.36,0.68,Slow,0.47,1,175.4
4346,171,29,44,43,3,219,294,Premium,0.27,0.03,Slow,0.43,0,126.2
2830,163,30,43,97,0,336,389,General,0.79,0.46,Fast,0.23,0,314.6
1300,185,24,44,84,1,370,21,VIP,0.41,0.87,Slow,0.88,1,134.2
4696,64,18,0,80,1,434,181,General,0.45,0.92,Fast,0.14,1,196.0
3893,153,22,63,97,1,385,70,Premium,0.27,0.85,Fast,0.37,0,155.4
2179,62,6,33,70,2,439,186,General,0.83,0.5,Medium,0.18,0,189.9
4743,69,19,41,98,0,466,413,VIP,0.46,0.06,Fast,0.84,0,288.1
4484,142,10,87,76,4,309,132,General,0.29,0.59,Fast,0.65,1,234.3
1185,71,10,76,56,0,293,71,Premium,0.33,0.23,Fast,0.59,1,188.6
1985,178,25,20,83,2,411,97,General,0.48,0.15,Medium,0.77,0,140.7
1361,80,13,63,49,0,462,301,VIP,0.61,0.61,Medium,0.47,1,170.8
1390,10,28,85,54,3,483,452,VIP,0.19,0.71,Fast,0.79,0,245.9
3294,9,18,73,88,1,187,45,VIP,0.46,1.0,Medium,0.59,0,212.3
1700,47,25,83,85,2,306,236,General,0.2,0.1,Fast,0.53,1,219.9
800,87,17,78,50,1,130,202,General,0.72,0.37,Fast,0.54,0,147.2
4403,134,21,60,52,4,392,241,General,0.75,0.95,Fast,0.32,0,202.7
1400,153,2,20,98,2,185,440,Premium,0.67,0.85,Medium,0.12,1,143.4
2326,33,14,80,71,1,367,105,General,0.1,0.12,Medium,0.69,1,243.9
1227,160,26,63,47,2,465,235,Premium,0.8,0.12,Slow,0.56,1,204.1
3034,55,27,3,73,2,184,116,General,0.16,0.7,Fast,0.41,1,152.9
1381,128,26,63,58,4,174,105,General,0.71,0.48,Slow,0.47,1,125.4
2731,14,26,72,78,0,182,309,General,0.55,0.73,Fast,0.33,0,188.5
3952,151,21,13,60,0,109,75,Premium,0.75,0.03,Slow,0.13,0,105.6
3853,61,21,3,88,4,222,316,General,0.07,0.9,Fast,0.27,1,267.5
3155,142,4,63,91,0,431,122,Premium,0.82,0.17,Medium,0.77,1,254.2
726,14,0,53,90,4,156,116,General,0.72,0.14,Fast,0.89,1,213.7
4436,53,1,1,66,2,393,243,VIP,0.4,0.61,Fast,0.64,0,210.8
1251,138,31,53,46,2,284,262,Premium,0.83,0.67,Medium,0.14,1,111.6
3968,139,25,8,68,0,124,65,General,0.41,0.78,Slow,0.81,0,188.2
2472,8,32,41,46,3,257,30,Premium,0.16,0.27,Fast,0.22,0,205.9
830,32,20,36,57,0,150,443,General,0.61,0.05,Fast,0.6,0,139.2
1076,104,5,31,92,4,356,365,General,0.41,0.34,Fast,0.88,1,204.9
341,18,22,9,67,0,111,211,VIP,0.44,0.01,Fast,0.15,0,176.2
4481,126,20,13,41,0,430,327,VIP,0.54,0.05,Fast,0.57,0,211.0
3409,39,1,52,69,2,182,396,General,0.68,0.07,Medium,0.55,1,281.1
1863,41,1,7,93,4,299,387,General,0.42,0.5,Medium,0.23,0,228.6
1562,142,26,10,84,4,435,262,General,0.07,0.1,Slow,0.29,1,161.9
3732,90,28,22,94,1,487,52,VIP,0.3,0.73,Medium,0.57,0,192.1
3212,107,24,37,91,1,204,63,Premium,0.45,0.16,Medium,0.44,1,172.4
494,62,16,51,77,1,135,399,General,0.66,0.08,Medium,0.53,1,163.3
492,57,13,11,45,1,292,320,General,0.62,0.99,Fast,0.16,1,133.7
2198,43,9,55,88,0,409,390,General,0.54,0.07,Medium,0.34,0,198.7
108,15,7,13,60,2,138,319,General,0.7,0.11,Slow,0.87,0,204.9
2158,101,13,68,59,1,117,111,General,0.05,0.01,Fast,0.31,1,194.8
1723,38,29,31,83,0,253,197,Premium,0.21,0.43,Fast,0.11,0,176.1
3316,92,28,2,79,1,246,258,Premium,0.46,0.79,Medium,0.16,0,146.4
3793,88,8,9,41,4,311,122,General,0.64,1.0,Slow,0.78,0,148.3
1419,67,12,21,78,3,410,370,VIP,0.52,0.05,Medium,0.33,1,188.8
2882,51,18,28,69,2,325,348,General,0.16,0.76,Fast,0.63,1,337.8
3243,46,12,3,82,1,255,365,General,0.71,0.55,Slow,0.56,0,159.5
2038,133,8,16,69,3,360,295,Premium,0.83,0.73,Medium,0.84,1,177.8
4675,56,12,67,52,1,423,366,VIP,0.37,0.54,Medium,0.18,1,241.3
3419,84,8,0,83,2,155,86,General,0.04,0.1,Fast,0.47,1,217.7
1058,74,8,57,43,1,347,157,VIP,0.76,0.7,Medium,0.24,1,218.2
3742,35,28,31,42,4,384,401,General,0.55,0.91,Slow,0.55,1,257.8
2478,170,13,2,89,2,233,362,Premium,0.26,0.91,Fast,0.75,1,181.0
486,27,26,45,47,3,363,262,Premium,0.02,0.94,Slow,0.7,0,163.3
3366,62,25,12,74,4,141,72,General,0.21,0.81,Medium,0.64,0,205.3
3716,165,2,48,65,0,393,332,Premium,0.82,0.45,Medium,0.13,0,145.6
3037,128,9,64,84,1,439,371,General,0.54,0.2,Fast,0.3,1,235.9
947,182,8,48,82,3,226,69,Premium,0.55,0.4,Fast,0.13,1,122.3
4618,100,13,63,82,1,258,450,General,0.51,0.72,Fast,0.57,1,229.4
4063,146,28,41,79,0,348,277,VIP,0.24,0.54,Medium,0.51,1,226.2
2681,26,1,58,87,4,432,159,Premium,0.48,0.05,Slow,0.53,0,254.7
3791,91,16,57,57,4,169,334,General,0.1,0.6,Fast,0.36,0,229.6
4134,19,23,73,67,3,340,420,General,0.2,0.01,Fast,0.56,0,223.1
898,76,6,60,80,3,154,321,General,0.12,0.78,Fast,0.61,1,195.2
1329,181,28,20,73,3,279,13,General,0.8,0.67,Fast,0.68,1,147.7
881,47,17,83,88,1,417,292,Premium,0.07,0.48,Medium,0.26,1,200.6
4689,110,29,23,67,2,261,412,VIP,0.44,0.59,Medium,0.27,0,188.2
2766,23,30,37,81,2,335,450,VIP,0.51,0.57,Medium,0.54,1,206.2
